Coin,Price,1h,24h,7d,24h Volume,Mkt Cap,Graph
Riecoin,$0.003280682292,0.1%,6.9%,2.8%,$7.46,"$212,719",https://www.coingecko.com/coins/593/sparkline
CrossSwap,$0.010623079343,-0.4%,-1.9%,6.4%,$306.61,"$212,462",https://www.coingecko.com/coins/18002/sparkline
MetaGods,$0.015033421791,-0.0%,-0.8%,0.2%,$348.90,"$212,461",https://www.coingecko.com/coins/21666/sparkline
Alnassr FC Fan Token,$0.001200222808,-0.0%,-0.2%,0.0%,"$4,914.17","$212,369",https://www.coingecko.com/coins/25121/sparkline
Run,$0.001441606338,1.3%,-3.8%,-33.8%,"$1,791.65","$211,851",https://www.coingecko.com/coins/21374/sparkline
Polygen,$0.000513856136,-1.7%,-3.0%,-11.3%,"$19,651.65","$211,775",https://www.coingecko.com/coins/21476/sparkline
PieDAO BTC++,"$16,563.81",?,?,?,?,"$211,741",https://www.coingecko.com/coins/10959/sparkline
JoinCoin,$0.000102116010,-0.2%,-3.0%,-1.8%,"$1,241.50","$211,409",https://www.coingecko.com/coins/24245/sparkline
Ninneko,$0.002007549702,-11.2%,27.4%,11.6%,"$2,140.67","$210,795",https://www.coingecko.com/coins/19936/sparkline
Friendz,$0.000353112413,7.6%,7.8%,3.4%,"$33,012.46","$209,551",https://www.coingecko.com/coins/3685/sparkline
0xcert,$0.000505825863,?,?,?,?,"$209,307",https://www.coingecko.com/coins/4552/sparkline
Ruff,$0.000220882200,-0.2%,12.4%,19.4%,"$92,377.28","$207,760",https://www.coingecko.com/coins/2726/sparkline
Metaverse NFT Index,$0.376544,?,?,?,?,"$207,574",https://www.coingecko.com/coins/14590/sparkline
0x_nodes,$0.039989737245,,-0.5%,5.3%,$106.77,"$207,252",https://www.coingecko.com/coins/15600/sparkline
DinoSwap,$0.001350946178,0.1%,6.6%,26.5%,"$1,425.45","$207,145",https://www.coingecko.com/coins/17103/sparkline
Warena,$0.010580957740,-0.4%,2.2%,-15.1%,"$10,855.01","$206,394",https://www.coingecko.com/coins/18888/sparkline
aiRight,$0.000725506305,-0.5%,5.0%,10.8%,"$8,838.38","$206,161",https://www.coingecko.com/coins/16428/sparkline
Kyoko,$0.019890417858,-0.2%,-0.2%,-12.4%,"$145,526","$205,888",https://www.coingecko.com/coins/24454/sparkline
APY.Finance,$0.003082651268,-20.5%,-20.7%,22.1%,"$15,211.66","$205,230",https://www.coingecko.com/coins/13041/sparkline
Echelon,$0.000597183165,-0.9%,-4.2%,-1.0%,$23.71,"$204,385",https://www.coingecko.com/coins/25498/sparkline
Ink,$0.000440749125,0.2%,0.4%,0.3%,"$15,106.54","$204,017",https://www.coingecko.com/coins/1216/sparkline
Dragon Kart,$0.006851271861,-0.4%,-1.3%,-7.8%,"$8,887.78","$203,870",https://www.coingecko.com/coins/19916/sparkline
BITTO,$0.021054644977,?,?,?,?,"$203,833",https://www.coingecko.com/coins/2814/sparkline
Iridium,$0.008444801708,0.1%,4.4%,20.3%,$88.33,"$203,591",https://www.coingecko.com/coins/6208/sparkline
Swarm Network,$0.002586058343,0.2%,-24.5%,-15.6%,"$10,618.00","$203,487",https://www.coingecko.com/coins/197/sparkline
Leverj Gluon,$0.000850838037,0.2%,0.1%,14.8%,$121.77,"$203,184",https://www.coingecko.com/coins/12950/sparkline
Bottos,$0.000372813490,1.1%,-3.1%,-6.1%,"$13,158.18","$203,153",https://www.coingecko.com/coins/2048/sparkline
UNION Protocol Governance,$0.000328165440,-0.7%,-2.1%,-0.5%,"$68,069.39","$202,704",https://www.coingecko.com/coins/13408/sparkline
Atlantis Loans,$0.173924,0.2%,1.3%,6.2%,$210.08,"$202,128",https://www.coingecko.com/coins/19362/sparkline
BiblePay,$0.000062417761,0.3%,20.1%,20.4%,$394.89,"$201,318",https://www.coingecko.com/coins/928/sparkline
xRhodium,$0.141075,-0.3%,-3.1%,-17.9%,$26.66,"$200,524",https://www.coingecko.com/coins/7642/sparkline
PEPS Coin,$0.003221538645,0.1%,8.3%,54.2%,$323.68,"$200,442",https://www.coingecko.com/coins/3719/sparkline
Community Metaverse,$0.000000000468,-0.2%,-1.0%,12.4%,$48.72,"$199,654",https://www.coingecko.com/coins/22353/sparkline
Furio,$0.959315,0.0%,-4.7%,-78.6%,"$72,499.89","$199,105",https://www.coingecko.com/coins/26035/sparkline
YSL,$0.000000000001,0.0%,-0.1%,-12.8%,$2.42,"$198,968",https://www.coingecko.com/coins/17466/sparkline
Ethermon,$0.002826665300,-0.3%,-4.4%,14.8%,"$59,873.37","$198,810",https://www.coingecko.com/coins/15889/sparkline
PalletOne,$0.000500062547,?,?,?,?,"$198,778",https://www.coingecko.com/coins/6669/sparkline
Etherland,$0.005718853887,0.8%,0.4%,-0.3%,"$15,359.32","$197,975",https://www.coingecko.com/coins/14432/sparkline
Playermon,$0.001388429844,-0.1%,-1.6%,-6.6%,"$12,444.62","$196,721",https://www.coingecko.com/coins/20682/sparkline
Parachute,$0.000316397723,0.2%,0.7%,-0.1%,"$57,009.74","$196,271",https://www.coingecko.com/coins/7590/sparkline
Quantis,$0.000167518003,?,?,?,?,"$195,666",https://www.coingecko.com/coins/4752/sparkline
KingdomX,$0.001249451410,-0.3%,0.1%,-11.2%,"$8,573.48","$195,420",https://www.coingecko.com/coins/23411/sparkline
NearPad,$0.023001552703,0.3%,0.8%,-4.6%,"$1,154.46","$195,033",https://www.coingecko.com/coins/18117/sparkline
Movey,$0.015851381459,?,?,?,?,"$194,200",https://www.coingecko.com/coins/25309/sparkline
Solidex,$0.052224750563,-0.0%,0.7%,11.2%,$514.44,"$193,604",https://www.coingecko.com/coins/23855/sparkline
Reverse,$0.000203662071,0.1%,0.3%,5.5%,$1.62,"$193,529",https://www.coingecko.com/coins/18109/sparkline
Samurai Legends,$0.003256146016,2.6%,2.8%,12.4%,"$4,323.63","$192,805",https://www.coingecko.com/coins/24440/sparkline
Gaj Finance,$0.005722697845,0.0%,0.0%,-1.5%,$33.05,"$192,780",https://www.coingecko.com/coins/15257/sparkline
Zeusshield,$0.000098121666,1.3%,0.3%,-1.7%,"$13,975.00","$192,319",https://www.coingecko.com/coins/1009/sparkline
Yee,$0.000064087858,0.1%,-0.3%,-12.6%,"$5,213.99","$192,109",https://www.coingecko.com/coins/2576/sparkline
Zenith Chain,$0.007656596683,-0.3%,1.7%,-11.6%,$199.57,"$191,241",https://www.coingecko.com/coins/21266/sparkline
Team Vitality Fan Token,$0.234494,0.2%,1.8%,-25.6%,"$26,190.43","$190,104",https://www.coingecko.com/coins/17254/sparkline
Main Street,$0.000000000485,,-0.4%,14.0%,$12.87,"$189,955",https://www.coingecko.com/coins/20268/sparkline
Graviocoin,$0.012087766720,0.1%,1.7%,1.1%,$173.67,"$189,804",https://www.coingecko.com/coins/5431/sparkline
Swarm City,$0.022222240000,0.0%,0.0%,-8.9%,$0.989956,"$189,691",https://www.coingecko.com/coins/621/sparkline
Data Economy Index,$16.40,0.2%,-0.3%,9.5%,"$1,868.86","$189,254",https://www.coingecko.com/coins/18500/sparkline
Demole,$0.000970112721,-0.2%,-4.6%,-28.8%,"$11,932.68","$188,266",https://www.coingecko.com/coins/19195/sparkline
Bonded dAMM,$0.083007500645,?,?,?,?,"$188,253",https://www.coingecko.com/coins/27646/sparkline
Float Protocol,$1.40,-6.4%,-8.9%,-4.6%,"$80,870.90","$188,223",https://www.coingecko.com/coins/14116/sparkline
Hero Blaze: Three Kingdoms,$0.016902995790,0.0%,6.9%,-8.2%,"$1,510.59","$187,800",https://www.coingecko.com/coins/26432/sparkline
Bintex Futures,$0.264613,?,?,?,?,"$187,429",https://www.coingecko.com/coins/12117/sparkline
PartyFi,$0.002791947444,,0.7%,-0.4%,$0.050255053985,"$187,401",https://www.coingecko.com/coins/27548/sparkline
Ferma,$0.060184066469,0.0%,0.0%,8.6%,"$5,955.58","$186,795",https://www.coingecko.com/coins/14482/sparkline
Zuki Moba,$0.000798664459,-0.2%,-1.0%,2.2%,$48.49,"$186,585",https://www.coingecko.com/coins/20655/sparkline
GAX Liquidity Token Reward,$0.000007032999,-0.2%,0.0%,-2.4%,"$1,145.44","$186,126",https://www.coingecko.com/coins/25790/sparkline
Azuki,$0.007308414887,-0.8%,-12.8%,26.0%,$792.44,"$185,929",https://www.coingecko.com/coins/13091/sparkline
Market Ledger,$0.056282228744,-0.2%,-9.2%,-3.3%,$561.57,"$185,411",https://www.coingecko.com/coins/22763/sparkline
AppCoins,$0.001544952082,3.8%,13.6%,12.6%,$110.03,"$185,411",https://www.coingecko.com/coins/1876/sparkline
Nemesis DAO,$6.68,1.4%,-1.0%,-3.2%,"$722,925","$184,903",https://www.coingecko.com/coins/20389/sparkline
Substratum,$0.000734236392,0.0%,-13.5%,-0.2%,$1.22,"$184,714",https://www.coingecko.com/coins/950/sparkline
Levante U.D. Fan Token,$0.640077,-1.5%,0.1%,-30.2%,"$7,254.18","$184,318",https://www.coingecko.com/coins/18536/sparkline
Gain DAO,$0.466914,?,?,?,?,"$183,508",https://www.coingecko.com/coins/26570/sparkline
Curecoin,$0.006627019134,?,?,?,?,"$182,915",https://www.coingecko.com/coins/76/sparkline
DogemonGo,$0.000001729670,-1.0%,2.0%,33.1%,$101.14,"$182,036",https://www.coingecko.com/coins/17480/sparkline
Wrapped Gen-0 CryptoKitties,$83.79,?,?,?,?,"$181,909",https://www.coingecko.com/coins/12870/sparkline
TotemFi,$0.030905757153,-0.3%,9.8%,13.5%,"$98,250.65","$181,747",https://www.coingecko.com/coins/14680/sparkline
Shera,$0.000000158640,-1.3%,-6.3%,1.9%,"$146,529","$181,195",https://www.coingecko.com/coins/25146/sparkline
2key.network,$0.001408161756,-0.1%,9.9%,-1.1%,"$13,957.42","$181,026",https://www.coingecko.com/coins/6090/sparkline
DOS Network,$0.001370669847,0.3%,13.5%,2.4%,"$8,527.15","$180,991",https://www.coingecko.com/coins/7991/sparkline
Centaur,$0.000099343060,0.1%,-1.8%,1.0%,$491.84,"$180,984",https://www.coingecko.com/coins/12743/sparkline
ProjectOasis,$0.045742268286,?,?,?,?,"$180,916",https://www.coingecko.com/coins/18755/sparkline
Masari,$0.010592395909,0.1%,6.9%,21.4%,$82.98,"$180,787",https://www.coingecko.com/coins/3526/sparkline
FINXFLO,$0.001882353777,-0.2%,3.0%,-5.4%,"$9,626.84","$180,542",https://www.coingecko.com/coins/13916/sparkline
YIN Finance,$0.019010042802,-0.4%,-1.8%,-25.3%,"$12,233.19","$180,384",https://www.coingecko.com/coins/18272/sparkline
Imperium Empires,$0.000159653619,1.5%,0.1%,7.0%,"$8,332.19","$180,349",https://www.coingecko.com/coins/21933/sparkline
Verve,$0.000720103298,-0.2%,-6.5%,14.3%,"$3,152.22","$180,260",https://www.coingecko.com/coins/22804/sparkline
Soul Swap,$0.002949763112,-0.0%,2.0%,8.3%,$961.44,"$180,121",https://www.coingecko.com/coins/18581/sparkline
IONChain,$0.000419402460,?,?,?,?,"$179,383",https://www.coingecko.com/coins/6572/sparkline
CatBread,$0.000000000297,?,?,?,?,"$178,747",https://www.coingecko.com/coins/16120/sparkline
Decentralized Nations,$0.382506,-0.2%,7.7%,11.5%,"$21,819.68","$178,600",https://www.coingecko.com/coins/22167/sparkline
Bontecoin,$0.000252555417,0.2%,4.1%,-24.4%,$108.80,"$178,261",https://www.coingecko.com/coins/24277/sparkline
PieDAO DEFI Large Cap,$0.909695,?,?,?,?,"$177,354",https://www.coingecko.com/coins/12731/sparkline
NoLimitCoin,$0.000396377141,-0.0%,-3.1%,-4.0%,$19.82,"$176,709",https://www.coingecko.com/coins/758/sparkline
Moneybyte,$0.024816938986,0.0%,0.1%,7.1%,$1.17,"$176,424",https://www.coingecko.com/coins/9588/sparkline
LedgerScore,$0.001054342377,?,?,?,?,"$176,138",https://www.coingecko.com/coins/16144/sparkline
Catbonk,$0.000000000514,-0.1%,-1.4%,13.8%,$39.24,"$175,964",https://www.coingecko.com/coins/20917/sparkline
Comb Finance,$2.94,-0.2%,2.9%,4.0%,$497.71,"$175,847",https://www.coingecko.com/coins/22376/sparkline
adChain,$0.000213308537,?,?,?,?,"$175,766",https://www.coingecko.com/coins/778/sparkline
Ethereum Yield,$1.26,?,?,?,?,"$174,906",https://www.coingecko.com/coins/13191/sparkline
French Digital Reserve,$0.036206417018,-0.0%,-0.0%,-27.1%,$69.70,"$174,407",https://www.coingecko.com/coins/5986/sparkline
MoveCash,$0.006282829565,?,?,?,?,"$173,700",https://www.coingecko.com/coins/25610/sparkline
Content Neutrality Network,$0.000002914550,,-0.2%,-2.6%,$7.94,"$173,311",https://www.coingecko.com/coins/2787/sparkline
Sekuya,$0.000000441264,-0.2%,-3.7%,10.3%,$683.68,"$172,915",https://www.coingecko.com/coins/23788/sparkline
Knit Finance,$0.003186045388,-0.6%,-0.5%,-5.1%,"$14,079.23","$172,378",https://www.coingecko.com/coins/15632/sparkline
SignatureChain,$0.000227063527,?,?,?,?,"$172,064",https://www.coingecko.com/coins/6543/sparkline
Lepasa,$0.022985113750,-0.2%,-2.9%,8.2%,"$5,030.57","$172,004",https://www.coingecko.com/coins/22745/sparkline
Remme,$0.000182625804,-0.1%,0.7%,-3.1%,"$12,152.64","$171,871",https://www.coingecko.com/coins/2152/sparkline
LunaLand,$0.000635588477,?,?,?,?,"$171,609",https://www.coingecko.com/coins/19097/sparkline
Coreto,$0.000896592866,0.3%,-4.1%,-3.6%,"$14,331.46","$171,441",https://www.coingecko.com/coins/12856/sparkline
ContentBox,$0.000184070245,0.0%,1.5%,0.0%,"$31,734.57","$170,924",https://www.coingecko.com/coins/4929/sparkline
Transient,$0.001025481751,0.5%,0.6%,1.3%,"$48,190.53","$170,830",https://www.coingecko.com/coins/19061/sparkline
AGA Rewards,$10.67,,0.2%,,$2.80,"$170,549",https://www.coingecko.com/coins/14207/sparkline
Kingdom Game 4.0,$0.000743055775,0.0%,1.4%,6.6%,$250.32,"$170,331",https://www.coingecko.com/coins/10914/sparkline
Yield Protocol,$0.002382416126,0.1%,-5.2%,-6.2%,"$38,201.98","$170,221",https://www.coingecko.com/coins/14220/sparkline
Sator,$0.003093130418,-0.7%,0.6%,-0.3%,"$1,029,536","$169,953",https://www.coingecko.com/coins/19410/sparkline
Atlas DEX,$0.015649873456,0.4%,-2.1%,-9.4%,"$9,313.70","$169,720",https://www.coingecko.com/coins/23002/sparkline
Raze Network,$0.002508669327,0.8%,-2.5%,11.2%,"$52,905.83","$168,911",https://www.coingecko.com/coins/14767/sparkline
Fufu,$0.001219237386,0.4%,-5.6%,101.0%,"$5,821.56","$168,825",https://www.coingecko.com/coins/18812/sparkline
BitDegree,$0.000438819104,?,?,?,?,"$168,753",https://www.coingecko.com/coins/1653/sparkline
DefHold,$22.02,7.9%,7.6%,-0.1%,"$15,073.22","$167,816",https://www.coingecko.com/coins/13168/sparkline
TosDis,$2.45,-10.0%,-2.3%,1.6%,"$30,743.45","$167,767",https://www.coingecko.com/coins/13745/sparkline
Etherparty,$0.000169061084,1.1%,-1.5%,-8.9%,"$11,898.76","$167,060",https://www.coingecko.com/coins/1082/sparkline
CoTrader,$0.000008842991,0.6%,1.4%,11.0%,$102.60,"$167,011",https://www.coingecko.com/coins/4205/sparkline
Bitcoin Scrypt,$0.008513938233,?,?,?,?,"$166,942",https://www.coingecko.com/coins/296/sparkline
Baked,$0.002386454094,0.0%,-0.1%,-9.5%,"$12,103.61","$166,773",https://www.coingecko.com/coins/19178/sparkline
Plair,$0.000003293492,?,?,?,?,"$166,684",https://www.coingecko.com/coins/4906/sparkline
PlayNity,$0.002926828799,0.3%,-0.0%,-5.2%,"$1,081.22","$166,659",https://www.coingecko.com/coins/21479/sparkline
Lympo Market,$0.001070440677,,2.8%,7.1%,$0.795098,"$166,186",https://www.coingecko.com/coins/15155/sparkline
Robonomics Web Services,"$3,321.16",?,?,?,?,"$166,058",https://www.coingecko.com/coins/11885/sparkline
Polka Ventures,$0.009162638500,-6.1%,-6.6%,-7.5%,"$12,960.82","$165,720",https://www.coingecko.com/coins/14613/sparkline
Ethereum Stake,$1.47,?,?,?,?,"$165,323",https://www.coingecko.com/coins/13328/sparkline
Greeneum Network,$0.002270182372,?,?,?,?,"$165,095",https://www.coingecko.com/coins/3069/sparkline
Hashgard,$0.000016492182,-0.1%,-1.0%,-11.3%,"$9,135.76","$165,020",https://www.coingecko.com/coins/4966/sparkline
SureRemit,$0.000220745805,1.0%,3.1%,2.4%,$48.54,"$164,874",https://www.coingecko.com/coins/1830/sparkline
Iteration Syndicate,$3.82,-0.3%,23.5%,23.1%,"$15,515.41","$164,796",https://www.coingecko.com/coins/13297/sparkline
Stox,$0.003193672458,0.1%,-0.2%,-0.2%,"$11,882.72","$164,451",https://www.coingecko.com/coins/1230/sparkline
Score,$0.003176050074,?,?,?,?,"$164,292",https://www.coingecko.com/coins/18151/sparkline
Banca,$0.000009132805,0.2%,-8.1%,3.3%,"$2,010.32","$163,785",https://www.coingecko.com/coins/2795/sparkline
Cardence,$0.004923639181,-0.2%,-3.2%,3.9%,$509.20,"$163,311",https://www.coingecko.com/coins/17744/sparkline
POP Network,$0.000102018939,0.0%,-1.0%,-15.0%,$485.41,"$163,228",https://www.coingecko.com/coins/7281/sparkline
Bitcoin Green,$0.012528279139,?,?,?,?,"$162,843",https://www.coingecko.com/coins/3467/sparkline
FTMlaunch,$0.000162115423,?,?,?,?,"$162,115",https://www.coingecko.com/coins/21984/sparkline
DAOstack,$0.003300945381,6.0%,-74.7%,-78.3%,"$33,911.16","$161,911",https://www.coingecko.com/coins/3479/sparkline
UltrAlpha,$0.005301371860,?,?,?,?,"$161,268",https://www.coingecko.com/coins/9300/sparkline
Donut,$0.000841472639,-0.3%,-7.6%,-0.8%,"$13,248.08","$160,507",https://www.coingecko.com/coins/7538/sparkline
Benzene,$0.153660,0.2%,-1.3%,5.8%,$97.41,"$159,938",https://www.coingecko.com/coins/17368/sparkline
Rage.Fan,$0.001227331306,0.0%,-0.2%,-11.7%,"$11,202.11","$159,930",https://www.coingecko.com/coins/14585/sparkline
Finance Vote,$0.000779000419,-5.7%,-0.8%,-28.9%,"$15,459.74","$159,771",https://www.coingecko.com/coins/13181/sparkline
Silver Stonks,$0.000000213607,-0.1%,-0.5%,14.6%,$85.72,"$159,685",https://www.coingecko.com/coins/17000/sparkline
Moola,$0.000539426263,3.5%,4.0%,-18.6%,"$8,442.55","$159,632",https://www.coingecko.com/coins/2682/sparkline
Ebox,$0.005330270118,9.0%,0.9%,13.0%,"$14,931.42","$159,577",https://www.coingecko.com/coins/14528/sparkline
GridZone.io,$0.029571347881,,-0.1%,-9.4%,$344.87,"$159,445",https://www.coingecko.com/coins/18098/sparkline
Roush Fenway Racing Fan Token,$0.204965,0.2%,-1.4%,-30.1%,"$24,820.89","$159,441",https://www.coingecko.com/coins/18667/sparkline
Direct Insurance,$0.000335434245,?,?,?,?,"$159,212",https://www.coingecko.com/coins/4220/sparkline
Planet Inverse,$0.004617738748,?,?,?,?,"$158,934",https://www.coingecko.com/coins/14231/sparkline
Bologna FC Fan Token,$0.335240,2.0%,1.8%,-26.4%,"$1,729.50","$158,242",https://www.coingecko.com/coins/22378/sparkline
My Master War,$0.005348883936,-1.2%,18.9%,1.1%,"$24,331.96","$157,730",https://www.coingecko.com/coins/18772/sparkline
Pinkcoin,$0.000340036379,-0.0%,-0.0%,52.7%,$18.87,"$157,651",https://www.coingecko.com/coins/102/sparkline
EXRT Network,$0.000356014261,0.2%,0.1%,7.0%,$35.80,"$156,664",https://www.coingecko.com/coins/5954/sparkline
Ether Zero,$0.000782701405,?,?,?,?,"$156,166",https://www.coingecko.com/coins/3708/sparkline
Credefi,$0.001040111276,0.6%,1.8%,3.6%,"$11,215.34","$155,977",https://www.coingecko.com/coins/21396/sparkline
aRIA Currency,$0.220041,-0.0%,-29.1%,10.0%,"$27,287.99","$155,699",https://www.coingecko.com/coins/24991/sparkline
TaleCraft,$0.022190923157,0.2%,-4.6%,4.8%,"$38,780.37","$155,443",https://www.coingecko.com/coins/20934/sparkline
Public Index Network,$0.000990993917,?,?,?,?,"$155,309",https://www.coingecko.com/coins/241/sparkline
ETHA Lend,$0.019664071762,-1.1%,7.3%,-6.7%,"$257,500","$154,997",https://www.coingecko.com/coins/14141/sparkline
YfDAI.finance,$38.06,-0.1%,8.2%,1.8%,"$72,310.92","$154,666",https://www.coingecko.com/coins/12385/sparkline
Energyfi,$0.001207950175,-4.1%,10.2%,3.2%,"$12,713.52","$154,339",https://www.coingecko.com/coins/23498/sparkline
Orion Money,$0.001617258727,2.0%,-3.3%,-3.1%,"$14,604.09","$154,134",https://www.coingecko.com/coins/18630/sparkline
PRivaCY Coin,$0.018144407846,0.0%,-0.7%,-3.5%,"$21,233.97","$153,775",https://www.coingecko.com/coins/14151/sparkline
SakeSwap,$0.002085670537,0.6%,5.6%,-1.7%,"$50,777.82","$153,446",https://www.coingecko.com/coins/12428/sparkline
The ChampCoin,$0.000889048166,0.2%,1.9%,10.5%,"$128,048","$153,031",https://www.coingecko.com/coins/1197/sparkline
YAM v2,$5.99,?,?,?,?,"$152,778",https://www.coingecko.com/coins/12179/sparkline
TTcoin,$0.000129908754,,0.1%,23.6%,$0.026259755526,"$152,714",https://www.coingecko.com/coins/18887/sparkline
Aavegotchi FOMO,$0.008364336851,0.3%,-5.6%,4.1%,"$4,116.03","$152,463",https://www.coingecko.com/coins/24737/sparkline
Patientory,$0.001808948373,?,?,?,?,"$152,380",https://www.coingecko.com/coins/746/sparkline
GenCoin Capital,$0.000000000003,?,?,?,?,"$152,198",https://www.coingecko.com/coins/22282/sparkline
Genix,$0.001379935830,0.5%,-0.5%,1.2%,$0.729797,"$152,063",https://www.coingecko.com/coins/8091/sparkline
Kennel,$0.025250320420,-0.4%,-1.0%,14.6%,$56.30,"$152,049",https://www.coingecko.com/coins/14807/sparkline
MistSwap,$0.000182688985,?,?,?,?,"$151,738",https://www.coingecko.com/coins/21389/sparkline
Litecash,$0.000504240827,0.8%,-6.0%,0.6%,$91.35,"$151,649",https://www.coingecko.com/coins/10132/sparkline
QChi,$0.007106962019,?,?,?,?,"$151,505",https://www.coingecko.com/coins/5392/sparkline
Snowswap,$0.433304,0.0%,0.3%,1.9%,"$12,129.37","$151,455",https://www.coingecko.com/coins/12751/sparkline
Power Index Pool,$0.645976,?,?,?,?,"$151,386",https://www.coingecko.com/coins/13281/sparkline
Polkarare,$0.003075556155,-0.8%,3.1%,-8.3%,"$13,075.13","$151,155",https://www.coingecko.com/coins/15388/sparkline
FC Sion Fan Token,$0.007402029103,-2.0%,-5.5%,-36.7%,$66.92,"$150,908",https://www.coingecko.com/coins/25985/sparkline
Button,$0.009642057589,-0.1%,4.9%,11.3%,"$4,821.47","$150,687",https://www.coingecko.com/coins/19554/sparkline
Alpha Coin,$0.002316973065,?,?,?,?,"$150,603",https://www.coingecko.com/coins/6725/sparkline
Crypto Sports,$0.012886719273,?,?,?,?,"$150,545",https://www.coingecko.com/coins/7826/sparkline
DarkCrypto Share,$2.22,0.1%,-0.8%,-12.1%,$487.51,"$150,508",https://www.coingecko.com/coins/22517/sparkline
SportsIcon,$0.025463064882,-0.5%,-0.9%,-30.3%,"$8,832.71","$150,342",https://www.coingecko.com/coins/20856/sparkline
Add.xyz (NEW),$0.029201099776,0.1%,4.1%,-17.9%,$97.08,"$150,075",https://www.coingecko.com/coins/14351/sparkline
Hashtagger,$0.081386267741,0.0%,-2.3%,99.0%,"$8,279.57","$148,307",https://www.coingecko.com/coins/21139/sparkline
